Código do domicilio,Ano de referência,Total de moradores,Código do entrevistador,Código do Núcleo PM,Condição no domicílio,Cônjuge de sexo diferente,Cônjuge do mesmo sexo,Total de filhos ou enteados,Cônjuge no domicílio,Filhos ou enteados no domicílio,Arranjo familiar,Sexo do responsável,Total de homens no domicíio,Total de mulheres no domicílio,Idade do responsável,Cor ou Raça do responsável,Relação do responsável com a APM,Total de alunos Passos Mágicos,Total de bolsistas,Total bolsistas Decisão,Total bolsistas João Paulo II,Total bolsistas Einstein,Total bosistas FIAP,Total bolsistas UNISA,Total bolsistas Estácio,Total bolsistas Outros,Total de inativos Passos Mágicos,Total PIT,Total PO,Total PD,Total trabalhadores infantis,Total FFT,Total FT,Total desempregados de longo prazo,Total trabalhadores formais,Total trabalhadores informais,Privação trabalho formal,Valor total rendas do trabalho,Total indivíduos BPC/LOAS,Valor total BPC/LOAS,Total indivíduos Bolsa Família,Valor total Bolsa Família,Total indivíduos Outros Programas,Valor total Outros Programas,Total indivíduos Aposentadoria,Valor total Aposentadoria,Total indivíduos Seguro desemprego,Valor total Seguro desemprego,Total indivíduos Pensão ou mesada,Valor total Pensão ou mesada,Total indivíduos Aluguel,Valor total Aluguel,Valor total Rendas Programas Sociais,Valor total Outras Rendas,Valor Renda total do domicílio,Origem da renda,Renda per capita,Renda per capita em faixas,Renda total em faixas,Linhas pobreza,Tipo do domicílio,Material predominante do piso,Quantos cômodos?,Quantos dormitórios?,Disponibilidade de água encanada,Quantos banheiros exclusivos?,Quantos banheiros compartilhados?,Forma de escoamento do esgoto?,Origem da energia elétrica?,Combustível usado para cozinhar?,Caracterize a propriedade do domicílio,Quantos moradores possuem telefone celular?,Possui telefone fixo?,Tem geladeira ou freezer?,Tem televisor?,Tem computador?,Tem acesso à internet?,Tem internet via celular?,Tem automóvel?
2020H3074,2020,3,Josiel,Filipinho,Pessoa responsável pelo domicílio,1,0,1,Com Cônjuge,Com filhos,União ou casamento sexo diferente,Homem,2,1,46,Parda,Pai ou mãe de aluno(a) ativo (atualmente cursando),1,1,1,0,0,0,0,0,0,0,3,2,0,0,1,2,0,2,0,não,3136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3136,renda do trabalho,1045.3333333333333,"R$ 836,01 a R$ 1.115,00","R$ 3.136,00 a R$ 4.180,00 [4 SM]",EG,Casa,"Cerâmica, lajota ou pedra",4,2,Canalizada em pelo menos um cômodo,1,0,Fossa não ligada à rede,Utiliza ao menos uma fonte de energia elétrica,Gás de botijão,Cedido por familiar,2,Não,Sim,"Sim, somente de tela fina (LED, LCD ou plasma)",Sim,Sim,Sim,Não
2020H3075,2020,4,Josiel,Filipinho,Pessoa responsável pelo domicílio,1,0,2,Com Cônjuge,Com filhos,União ou casamento sexo diferente,Homem,1,3,53,Branca,Pai ou mãe de aluno(a) ativo (atualmente cursando),1,0,0,0,0,0,0,0,0,0,3,3,0,0,0,3,0,0,3,privação de trabalho formal,4481,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4481,renda do trabalho,1120.25,"R$ 1.115,01 a R$ 1.394,00","R$ 4.181,00 a R$ 5.225,00 [5 SM]",EG,Casa,"Cerâmica, lajota ou pedra",6,3,Canalizada em pelo menos um cômodo,1,0,"Rede geral, rede pluvial ou fossa ligada à rede",Utiliza ao menos uma fonte de energia elétrica,Gás de botijão,Próprio de algum morador - já pago,4,Sim,Sim,"Sim, de tela fina e de tubo",Sim,Sim,Não,Sim
2020H3076,2020,7,Josiel,Filipinho,Pessoa responsável pelo domicílio,1,0,3,Com Cônjuge,Com filhos,União ou casamento sexo diferente,Homem,3,4,60,Branca,Pai ou mãe de aluno(a) ativo (atualmente cursando),2,0,0,0,0,0,0,0,0,1,5,0,0,0,5,0,0,0,0,privação de trabalho formal,0,0,0,0,0,0,0,0,0,0,0,1,1040,0,0,0,1040,1040,outras rendas,148.57142857142858,"R$ 0,00 a R$ 278,00","R$ 526,00 [0,5 SM] a R$ 1.045,00 [1 SM]",pobreza,Apartamento,"Cerâmica, lajota ou pedra",6,2,Canalizada em pelo menos um cômodo,1,0,"Rede geral, rede pluvial ou fossa ligada à rede",Utiliza ao menos uma fonte de energia elétrica,Gás de botijão,Próprio de algum morador - ainda pagando,4,Não,Sim,"Sim, somente de tela fina (LED, LCD ou plasma)",Não,Não,Sim,Não
2020H3077,2020,4,Josiel,Filipinho,Pessoa responsável pelo domicílio,1,0,2,Com Cônjuge,Com filhos,União ou casamento sexo diferente,Mulher,1,3,42,Branca,Pai ou mãe de aluno(a) ativo (atualmente cursando),1,0,0,0,0,0,0,0,0,0,2,1,1,0,0,2,0,1,0,não,1568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1568,renda do trabalho,392.0,"R$ 278,01 a R$ 557,00","R$ 1.046,00 a R$ 1.568,00 [1,5 SM]",PSE2020,Casa,"Cerâmica, lajota ou pedra",5,2,Canalizada em pelo menos um cômodo,1,0,Fossa não ligada à rede,Utiliza ao menos uma fonte de energia elétrica,Gás de botijão,Alugado,2,Não,Sim,"Sim, somente de tela fina (LED, LCD ou plasma)",Não,Sim,Sim,Sim
2020H3078,2020,4,Josiel,Filipinho,Pessoa responsável pelo domicílio,1,0,2,Com Cônjuge,Com filhos,União ou casamento sexo diferente,Mulher,2,2,29,Branca,Pai ou mãe de aluno(a) ativo (atualmente cursando),1,1,1,0,0,0,0,0,0,0,2,2,0,0,0,2,0,0,2,privação de trabalho formal,3136,0,0,1,269,0,0,0,0,0,0,1,1000,0,0,269,1000,4405,trabalho e programas sociais e outras rendas,1101.25,"R$ 836,01 a R$ 1.115,00","R$ 4.181,00 a R$ 5.225,00 [5 SM]",EG,Casa,"Cerâmica, lajota ou pedra",4,2,Canalizada em pelo menos um cômodo,1,0,"Rede geral, rede pluvial ou fossa ligada à rede",Utiliza ao menos uma fonte de energia elétrica,Gás de botijão,Alugado,3,Não,Sim,"Sim, de tela fina e de tubo",Não,Não,Sim,Não
2020H3079,2020,4,Josiel,Filipinho,Pessoa responsável pelo domicílio,1,0,2,Com Cônjuge,Com filhos,União ou casamento sexo diferente,Homem,1,3,33,Parda,Pai ou mãe de aluno(a) ativo (atualmente cursando),1,0,0,0,0,0,0,0,0,0,2,2,0,0,0,2,0,1,1,não,2613,0,0,1,82,0,0,0,0,0,0,0,0,0,0,82,0,2695,trabalho e programas sociais,673.75,"R$ 557,01 a R$ 836,00","R$ 2.091,00 a R$ 3.135,00 [3 SM]",EG,Apartamento,"Cerâmica, lajota ou pedra",6,2,Canalizada em pelo menos um cômodo,1,0,"Rede geral, rede pluvial ou fossa ligada à rede",Utiliza ao menos uma fonte de energia elétrica,Gás de botijão,Próprio de algum morador - ainda pagando,3,Não,Sim,"Sim, somente de tela fina (LED, LCD ou plasma)",Sim,Sim,Sim,Não
2020H3080,2020,5,Josiel,Filipinho,Pessoa responsável pelo domicílio,1,0,3,Com Cônjuge,Com filhos,União ou casamento sexo diferente,Homem,1,4,43,Preta,Pai ou mãe de aluno(a) ativo (atualmente cursando),2,0,0,0,0,0,0,0,0,0,3,1,0,0,2,1,0,1,0,não,1568,0,0,1,212,0,0,0,0,0,0,0,0,0,0,212,0,1780,trabalho e programas sociais,356.0,"R$ 278,01 a R$ 557,00","R$ 1.569,00 a R$ 2.090,00 [2 SM]",PSE2020,Casa,"Cerâmica, lajota ou pedra",6,2,Canalizada em pelo menos um cômodo,2,0,"Rede geral, rede pluvial ou fossa ligada à rede",Utiliza ao menos uma fonte de energia elétrica,Gás de botijão,Próprio de algum morador - ainda pagando,2,Não,Sim,"Sim, somente de tela fina (LED, LCD ou plasma)",Sim,Sim,Não,Não
2020H3081,2020,2,Josiel,Filipinho,Pessoa responsável pelo domicílio,0,0,1,Sem Cônjuge,Com filhos,Monoparental,Mulher,1,1,40,Parda,Pai ou mãe de aluno(a) ativo (atualmente cursando),1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,privação de trabalho formal,1568,0,0,1,41,0,0,0,0,0,0,1,300,0,0,41,300,1909,trabalho e programas sociais e outras rendas,954.5,"R$ 836,01 a R$ 1.115,00","R$ 1.569,00 a R$ 2.090,00 [2 SM]",EG,Casa,"Cerâmica, lajota ou pedra",6,2,Canalizada em pelo menos um cômodo,1,0,"Rede geral, rede pluvial ou fossa ligada à rede",Utiliza ao menos uma fonte de energia elétrica,Gás de botijão,Próprio de algum morador - ainda pagando,2,Não,Sim,"Sim, somente de tela fina (LED, LCD ou plasma)",Sim,Não,Sim,Sim
2020H3084,2020,5,Josiel,Filipinho,Pessoa responsável pelo domicílio,1,0,3,Com Cônjuge,Com filhos,União ou casamento sexo diferente,Homem,4,1,46,Branca,Pai ou mãe de aluno(a) ativo (atualmente cursando),3,0,0,0,0,0,0,0,0,0,3,1,0,0,2,1,0,1,0,não,1568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1568,renda do trabalho,313.6,"R$ 278,01 a R$ 557,00","R$ 1.046,00 a R$ 1.568,00 [1,5 SM]",pobreza,Apartamento,"Cerâmica, lajota ou pedra",6,2,Canalizada em pelo menos um cômodo,1,0,"Rede geral, rede pluvial ou fossa ligada à rede",Utiliza ao menos uma fonte de energia elétrica,Gás de botijão,Próprio de algum morador - ainda pagando,1,Não,Sim,"Sim, somente de tela fina (LED, LCD ou plasma)",Não,Não,Sim,Não
2020H3086,2020,5,Josiel,Filipinho,Pessoa responsável pelo domicílio,1,0,3,Com Cônjuge,Com filhos,União ou casamento sexo diferente,Mulher,3,2,41,Parda,Pai ou mãe de aluno(a) ativo (atualmente cursando),1,0,0,0,0,0,0,0,0,0,5,2,0,0,3,2,0,0,2,privação de trabalho formal,3136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3136,renda do trabalho,627.2,"R$ 557,01 a R$ 836,00","R$ 3.136,00 a R$ 4.180,00 [4 SM]",PSE2020,Casa,"Cerâmica, lajota ou pedra",5,2,Canalizada em pelo menos um cômodo,1,0,Fossa não ligada à rede,Utiliza ao menos uma fonte de energia elétrica,Gás de botijão,Próprio de algum morador - ainda pagando,2,Não,Sim,"Sim, somente de tela fina (LED, LCD ou plasma)",Não,Não,Sim,Não
2020H3101,2020,5,Josiel,Filipinho,Pessoa responsável pelo domicílio,1,0,2,Com Cônjuge,Com filhos,União ou casamento sexo diferente,Homem,3,2,39,Branca,Pai ou mãe de aluno(a) ativo (atualmente cursando),1,0,0,0,0,0,0,0,0,0,3,1,0,0,2,1,0,0,1,privação de trabalho formal,1568,0,0,0,0,0,0,1,2000,0,0,0,0,0,0,2000,0,3568,trabalho e programas sociais,713.6,"R$ 557,01 a R$ 836,00","R$ 3.136,00 a R$ 4.180,00 [4 SM]",EG,Casa,"Cerâmica, lajota ou pedra",5,3,Canalizada em pelo menos um cômodo,1,0,Fossa não ligada à rede,Utiliza ao menos uma fonte de energia elétrica,Gás de botijão,Cedido por familiar,2,Não,Sim,"Sim, somente de tela fina (LED, LCD ou plasma)",Não,Sim,Não,Sim
2020H4082,2020,6,Josiel,Granjinha,Pessoa responsável pelo domicílio,0,0,5,Sem Cônjuge,Com filhos,Monoparental,Mulher,2,4,39,Parda,Pai ou mãe de aluno(a) ativo (atualmente cursando),1,0,0,0,0,0,0,0,0,0,4,0,1,0,3,1,1,0,0,privação de trabalho formal,0,0,0,1,440,0,0,0,0,0,0,1,400,0,0,440,400,840,programas sociais e outras rendas,140.0,"R$ 0,00 a R$ 278,00","R$ 526,00 [0,5 SM] a R$ 1.045,00 [1 SM]",pobreza,Casa,Cimento,3,1,Canalizada em pelo menos um cômodo,1,0,"Rede geral, rede pluvial ou fossa ligada à rede",Utiliza ao menos uma fonte de energia elétrica,Gás de botijão,Próprio de algum morador - já pago,3,Não,Sim,"Sim, somente de tela fina (LED, LCD ou plasma)",Não,Não,Sim,Não
2020H4083,2020,4,Josiel,Granjinha,Pessoa responsável pelo domicílio,1,0,2,Com Cônjuge,Com filhos,União ou casamento sexo diferente,Homem,2,2,37,Parda,Pai ou mãe de aluno(a) ativo (atualmente cursando),1,0,0,0,0,0,0,0,0,0,3,2,0,0,1,2,0,1,1,não,2613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2613,renda do trabalho,653.25,"R$ 557,01 a R$ 836,00","R$ 2.091,00 a R$ 3.135,00 [3 SM]",PSE2020,Casa,"Cerâmica, lajota ou pedra",3,1,Canalizada em pelo menos um cômodo,1,0,"Rio, lago ou mar",Utiliza ao menos uma fonte de energia elétrica,Gás de botijão,Cedido por familiar,3,Não,Sim,"Sim, somente de tela fina (LED, LCD ou plasma)",Não,Sim,Sim,Sim
2020H4085,2020,4,Josiel,Granjinha,Pessoa responsável pelo domicílio,1,0,2,Com Cônjuge,Com filhos,União ou casamento sexo diferente,Homem,3,1,36,Branca,Pai ou mãe de aluno(a) ativo (atualmente cursando),1,0,0,0,0,0,0,0,0,0,2,1,0,0,1,1,0,1,0,não,1568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1568,renda do trabalho,392.0,"R$ 278,01 a R$ 557,00","R$ 1.046,00 a R$ 1.568,00 [1,5 SM]",PSE2020,Casa,"Cerâmica, lajota ou pedra",5,2,Canalizada em pelo menos um cômodo,1,0,"Rede geral, rede pluvial ou fossa ligada à rede",Utiliza ao menos uma fonte de energia elétrica,Gás de botijão,Cedido por familiar,3,Sim,Sim,"Sim, somente de tela fina (LED, LCD ou plasma)",Sim,Sim,Sim,Não
2020H4098,2020,3,Josiel,Granjinha,Pessoa responsável pelo domicílio,0,0,1,Sem Cônjuge,Com filhos,Monoparental,Mulher,1,2,48,Branca,Pai ou mãe de aluno(a) ativo (atualmente cursando),1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,não,1568,0,0,0,0,0,0,1,1040,0,0,1,900,0,0,1040,900,3508,trabalho e programas sociais e outras rendas,1169.3333333333333,"R$ 1.115,01 a R$ 1.394,00","R$ 3.136,00 a R$ 4.180,00 [4 SM]",EG,Casa,"Cerâmica, lajota ou pedra",6,2,Canalizada em pelo menos um cômodo,1,0,Fossa não ligada à rede,Utiliza ao menos uma fonte de energia elétrica,Gás de botijão,Cedido por familiar,3,Sim,Sim,"Sim, somente de tela fina (LED, LCD ou plasma)",Não,Sim,Sim,Sim
2020H4099,2020,3,Josiel,Granjinha,Pessoa responsável pelo domicílio,1,0,0,Com Cônjuge,Sem filhos,União ou casamento sexo diferente,Mulher,1,2,57,Parda,Avô(ó) de aluno(a) ativo (atualmente cursando),1,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,privação de trabalho formal,0,0,0,0,0,0,0,1,1045,0,0,0,0,0,0,1045,0,1045,programas sociais,348.3333333333333,"R$ 278,01 a R$ 557,00","R$ 526,00 [0,5 SM] a R$ 1.045,00 [1 SM]",PSE2020,Casa,"Cerâmica, lajota ou pedra",6,2,Canalizada em pelo menos um cômodo,1,0,"Rede geral, rede pluvial ou fossa ligada à rede",Utiliza ao menos uma fonte de energia elétrica,Gás de botijão,Próprio de algum morador - já pago,2,Sim,Sim,"Sim, somente de tela fina (LED, LCD ou plasma)",Não,Sim,Não,Sim
2020I1001,2020,5,Márcio,Centro,Pessoa responsável pelo domicílio,0,0,2,Sem Cônjuge,Com filhos,Monoparental,Mulher,2,3,46,Parda,Pai ou mãe de aluno(a) inativo (egresso ou desistente),1,1,1,0,0,0,0,0,0,1,3,1,1,0,1,2,1,1,0,não,4180,0,0,0,0,0,0,1,1200,0,0,0,0,0,0,1200,0,5380,trabalho e programas sociais,1076.0,"R$ 836,01 a R$ 1.115,00","R$ 5.226,00 a R$ 7.315,00 [7 SM]",EG,Casa,"Cerâmica, lajota ou pedra",5,3,Canalizada em pelo menos um cômodo,2,0,"Rede geral, rede pluvial ou fossa ligada à rede",Utiliza ao menos uma fonte de energia elétrica,Gás de botijão,Próprio de algum morador - já pago,4,Sim,Sim,"Sim, somente de tela fina (LED, LCD ou plasma)",Sim,Não,Sim,Sim
2020I1002,2020,4,Márcio,Centro,Pessoa responsável pelo domicílio,1,0,2,Com Cônjuge,Com filhos,União ou casamento sexo diferente,Mulher,2,2,32,Parda,Pai ou mãe de aluno(a) ativo (atualmente cursando),1,0,0,0,0,0,0,0,0,0,3,1,0,0,2,1,0,1,0,não,1045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1045,renda do trabalho,261.25,"R$ 0,00 a R$ 278,00","R$ 526,00 [0,5 SM] a R$ 1.045,00 [1 SM]",pobreza,Casa,"Cerâmica, lajota ou pedra",4,1,Canalizada só na propriedade ou terreno,1,0,Fossa não ligada à rede,Utiliza ao menos uma fonte de energia elétrica,Gás de botijão,Cedido por familiar,2,Não,Sim,"Sim, somente de tela fina (LED, LCD ou plasma)",Não,Não,Sim,Não
2020I1003,2020,3,Márcio,Centro,Pessoa responsável pelo domicílio,1,0,1,Com Cônjuge,Com filhos,União ou casamento sexo diferente,Mulher,2,1,37,Preta,Pai ou mãe de aluno(a) ativo (atualmente cursando),1,1,1,0,0,0,0,0,0,0,2,2,0,0,0,2,0,2,0,não,3136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3136,renda do trabalho,1045.3333333333333,"R$ 836,01 a R$ 1.115,00","R$ 3.136,00 a R$ 4.180,00 [4 SM]",EG,Casa,"Cerâmica, lajota ou pedra",4,2,Canalizada em pelo menos um cômodo,1,0,"Rede geral, rede pluvial ou fossa ligada à rede",Utiliza ao menos uma fonte de energia elétrica,Gás de botijão,Próprio de algum morador - já pago,3,Sim,Sim,"Sim, somente de tela fina (LED, LCD ou plasma)",Sim,Sim,Não,Sim
2020I1004,2020,5,Márcio,Centro,Pessoa responsável pelo domicílio,1,0,3,Com Cônjuge,Com filhos,União ou casamento sexo diferente,Mulher,3,2,39,Parda,Pai ou mãe de aluno(a) ativo (atualmente cursando),1,1,1,0,0,0,0,0,0,0,3,1,0,0,2,1,0,1,0,não,1045,0,0,1,219,0,0,0,0,0,0,0,0,0,0,219,0,1264,trabalho e programas sociais,252.8,"R$ 0,00 a R$ 278,00","R$ 1.046,00 a R$ 1.568,00 [1,5 SM]",pobreza,Casa,"Cerâmica, lajota ou pedra",6,2,Canalizada em pelo menos um cômodo,2,0,"Rede geral, rede pluvial ou fossa ligada à rede",Utiliza ao menos uma fonte de energia elétrica,Gás de botijão,Próprio de algum morador - já pago,3,Não,Sim,"Sim, de tela fina e de tubo",Sim,Sim,Sim,Sim
2020I1005,2020,6,Márcio,Centro,Pessoa responsável pelo domicílio,1,0,4,Com Cônjuge,Com filhos,União ou casamento sexo diferente,Mulher,2,4,34,Parda,Pai ou mãe de aluno(a) ativo (atualmente cursando),1,1,1,0,0,0,0,0,0,3,2,2,0,0,0,2,0,0,2,privação de trabalho formal,2613,0,0,1,164,0,0,0,0,0,0,0,0,0,0,164,0,2777,trabalho e programas sociais,462.8333333333333,"R$ 278,01 a R$ 557,00","R$ 2.091,00 a R$ 3.135,00 [3 SM]",PSE2020,Casa,"Cerâmica, lajota ou pedra",3,1,Canalizada só na propriedade ou terreno,1,0,Fossa não ligada à rede,Utiliza ao menos uma fonte de energia elétrica,Gás de botijão,Próprio de algum morador - ainda pagando,2,Não,Sim,"Sim, somente de tela fina (LED, LCD ou plasma)",Não,Sim,Não,Sim
2020I1006,2020,4,Márcio,Centro,Pessoa responsável pelo domicílio,0,0,1,Sem Cônjuge,Com filhos,Monoparental,Mulher,2,2,30,Parda,Pai ou mãe de aluno(a) ativo (atualmente cursando),1,0,0,0,0,0,0,0,0,0,3,1,0,0,2,1,0,1,0,não,1568,0,0,0,0,0,0,2,8500,0,0,1,580,0,0,8500,580,10648,trabalho e programas sociais e outras rendas,2662.0,"R$ 2.510,01 acima","R$ 10.451,00 a R$ 12.540,00 [12 SM]",acima SP,Casa,"Cerâmica, lajota ou pedra",6,3,Canalizada em pelo menos um cômodo,2,0,"Rede geral, rede pluvial ou fossa ligada à rede",Utiliza ao menos uma fonte de energia elétrica,Gás de botijão,Próprio de algum morador - já pago,2,Sim,Sim,"Sim, somente de tela fina (LED, LCD ou plasma)",Sim,Sim,Sim,Não
2020I1007,2020,4,Márcio,Centro,Pessoa responsável pelo domicílio,1,0,2,Com Cônjuge,Com filhos,União ou casamento sexo diferente,Mulher,2,2,30,Preta,Pai ou mãe de aluno(a) ativo (atualmente cursando),1,0,0,0,0,0,0,0,0,0,2,2,0,0,0,2,0,2,2,não,5749,0,0,0,0,0,0,0,0,1,1047,0,0,0,0,1047,0,6796,trabalho e programas sociais,1699.0,"R$ 1.673,01 a R$ 1.952,00","R$ 5.226,00 a R$ 7.315,00 [7 SM]",SP,Casa,Cimento,6,3,Canalizada só na propriedade ou terreno,1,0,Fossa não ligada à rede,Utiliza ao menos uma fonte de energia elétrica,Gás de botijão,Próprio de algum morador - já pago,3,Não,Sim,"Sim, somente de tela fina (LED, LCD ou plasma)",Sim,Sim,Sim,Sim
2020I1008,2020,3,Márcio,Centro,Pessoa responsável pelo domicílio,1,0,1,Com Cônjuge,Com filhos,União ou casamento sexo diferente,Homem,1,2,40,Branca,Pai ou mãe de aluno(a) ativo (atualmente cursando),1,0,0,0,0,0,0,0,0,0,2,2,0,0,0,2,0,1,2,não,4704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4704,renda do trabalho,1568.0,"R$ 1.394,01 a R$ 1.673,00","R$ 4.181,00 a R$ 5.225,00 [5 SM]",SP,Casa,"Cerâmica, lajota ou pedra",3,2,Canalizada só na propriedade ou terreno,1,0,"Rede geral, rede pluvial ou fossa ligada à rede",Utiliza ao menos uma fonte de energia elétrica,Gás de botijão,Cedido por familiar,3,Não,Sim,"Sim, somente de tela fina (LED, LCD ou plasma)",Sim,Sim,Sim,Sim
2020I1009,2020,3,Márcio,Centro,Pessoa responsável pelo domicílio,1,0,1,Com Cônjuge,Com filhos,União ou casamento sexo diferente,Mulher,2,1,44,Preta,Pai ou mãe de aluno(a) ativo (atualmente cursando),1,1,1,0,0,0,0,0,0,0,2,2,0,0,0,2,0,1,2,não,5749,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5749,renda do trabalho,1916.3333333333333,"R$ 1.673,01 a R$ 1.952,00","R$ 5.226,00 a R$ 7.315,00 [7 SM]",SP,Casa,"Cerâmica, lajota ou pedra",4,2,Canalizada em pelo menos um cômodo,1,0,"Rede geral, rede pluvial ou fossa ligada à rede",Utiliza ao menos uma fonte de energia elétrica,Gás de botijão,Alugado,3,Não,Sim,"Sim, somente de tela fina (LED, LCD ou plasma)",Sim,Sim,Sim,Sim
2020I1010,2020,3,Márcio,Centro,Pessoa responsável pelo domicílio,1,0,1,Com Cônjuge,Com filhos,União ou casamento sexo diferente,Mulher,1,2,44,Parda,Pai ou mãe de aluno(a) ativo (atualmente cursando),1,0,0,0,0,0,0,0,0,0,2,2,0,0,0,2,0,2,1,não,4704,0,0,0,0,0,0,0,0,0,0,1,2200,0,0,0,2200,6904,trabaho e outras rendas,2301.3333333333335,"R$ 2.231,01 a R$ 2.510,00","R$ 5.226,00 a R$ 7.315,00 [7 SM]",acima SP,Casa,"Cerâmica, lajota ou pedra",9,4,Canalizada em pelo menos um cômodo,2,0,Fossa não ligada à rede,Utiliza ao menos uma fonte de energia elétrica,Gás de botijão,Próprio de algum morador - já pago,2,Não,Sim,"Sim, somente de tela fina (LED, LCD ou plasma)",Não,Não,Sim,Sim
2020I1011,2020,5,Márcio,Centro,Pessoa responsável pelo domicílio,1,0,3,Com Cônjuge,Com filhos,União ou casamento sexo diferente,Mulher,3,2,39,Branca,Pai ou mãe de aluno(a) ativo (atualmente cursando),1,1,1,0,0,0,0,0,0,1,3,1,0,0,2,1,0,0,1,privação de trabalho formal,1045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1045,renda do trabalho,209.0,"R$ 0,00 a R$ 278,00","R$ 526,00 [0,5 SM] a R$ 1.045,00 [1 SM]",pobreza,Casa,"Cerâmica, lajota ou pedra",6,2,Canalizada em pelo menos um cômodo,1,0,Fossa não ligada à rede,Utiliza ao menos uma fonte de energia elétrica,Gás de botijão,Próprio de algum morador - já pago,3,Não,Sim,"Sim, somente de tela fina (LED, LCD ou plasma)",Não,Não,Sim,Sim
2020I1012,2020,4,Márcio,Centro,Pessoa responsável pelo domicílio,1,0,2,Com Cônjuge,Com filhos,União ou casamento sexo diferente,Mulher,2,2,40,Parda,Pai ou mãe de aluno(a) ativo (atualmente cursando),2,0,0,0,0,0,0,0,0,0,3,2,0,0,1,2,0,2,0,não,3136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3136,renda do trabalho,784.0,"R$ 557,01 a R$ 836,00","R$ 3.136,00 a R$ 4.180,00 [4 SM]",EG,Casa,"Cerâmica, lajota ou pedra",8,4,Canalizada em pelo menos um cômodo,2,0,Fossa não ligada à rede,Utiliza ao menos uma fonte de energia elétrica,Gás de botijão,Próprio de algum morador - já pago,4,Sim,Sim,"Sim, somente de tela fina (LED, LCD ou plasma)",Sim,Sim,Sim,Sim
2020I1013,2020,3,Márcio,Centro,Pessoa responsável pelo domicílio,0,1,1,Com Cônjuge,Com filhos,União ou casamento mesmo sexo,Mulher,1,2,50,Amarela,Pai ou mãe de aluno(a) ativo (atualmente cursando),1,0,0,0,0,0,0,0,0,0,2,1,0,0,1,1,1,0,1,privação de trabalho formal,1568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1568,renda do trabalho,522.6666666666666,"R$ 278,01 a R$ 557,00","R$ 1.046,00 a R$ 1.568,00 [1,5 SM]",PSE2020,Casa,"Cerâmica, lajota ou pedra",6,3,Canalizada em pelo menos um cômodo,1,0,"Rede geral, rede pluvial ou fossa ligada à rede",Utiliza ao menos uma fonte de energia elétrica,Gás de botijão,Próprio de algum morador - já pago,3,Sim,Sim,"Sim, somente de tela fina (LED, LCD ou plasma)",Sim,Sim,Não,Sim
2020I1014,2020,5,Márcio,Centro,Pessoa responsável pelo domicílio,1,0,1,Com Cônjuge,Com filhos,União ou casamento sexo diferente,Mulher,2,3,44,Branca,Pai ou mãe de aluno(a) ativo (atualmente cursando),1,0,0,0,0,0,0,0,0,0,4,2,0,0,2,2,1,2,0,não,3136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3136,renda do trabalho,627.2,"R$ 557,01 a R$ 836,00","R$ 3.136,00 a R$ 4.180,00 [4 SM]",PSE2020,Casa,"Cerâmica, lajota ou pedra",5,3,Canalizada em pelo menos um cômodo,1,0,Fossa não ligada à rede,Utiliza ao menos uma fonte de energia elétrica,Gás de botijão,Próprio de algum morador - já pago,5,Não,Sim,"Sim, somente de tela fina (LED, LCD ou plasma)",Sim,Sim,Sim,Sim
2020I1015,2020,4,Márcio,Centro,Pessoa responsável pelo domicílio,1,0,2,Com Cônjuge,Com filhos,União ou casamento sexo diferente,Mulher,2,2,42,Branca,Pai ou mãe de aluno(a) ativo (atualmente cursando),1,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,1,1,não,2090,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2090,renda do trabalho,522.5,"R$ 278,01 a R$ 557,00","R$ 1.569,00 a R$ 2.090,00 [2 SM]",PSE2020,Casa,"Cerâmica, lajota ou pedra",5,2,Canalizada só na propriedade ou terreno,1,0,Fossa não ligada à rede,Utiliza ao menos uma fonte de energia elétrica,Gás de botijão,Cedido por empregador,3,Não,Sim,"Sim, somente de tela fina (LED, LCD ou plasma)",Sim,Sim,Sim,Sim
